Cost of Living Index,mortgage_rate,date,nielsen_rank,hotness_rank,hotness_rank_yy,supply_score,demand_score,median_days_on_market_yy,ldp_unique_viewers_per_property_yy,ldp_unique_viewers_per_property_vs_us,median_listing_price_yy,city_name,state_abb,city_state,tax_rank,Effective_Total_Tax_Med_US_Household,Annual_Total_Tax_Med_US_Household,Per_Diff_State_US_Avg,Annual_Total_Tax_State_Household,Adjusted_Overall_Rank
93.2,2.36,2021-04-01,773,458,118,40.51997464,88.39568802,-0.492063492,0.733333333,1.7049,0.147540984,bloomsburg,pa,bloomsburg_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
100.3,2.36,2021-04-01,622,334,164,80.4692454,59.92390615,-0.472727273,2,1.1311,0.186548856,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
92.9,2.36,2021-04-01,90,706,-255,71.52821814,36.84210526,-0.226190476,1.684210526,0.8361,0.175470486,albuquerque,nm,albuquerque_nm,20,10.54%,"$6,663 ",-2.42%,"$5,257 ",20
86.1,2.36,2021-04-01,732,762,-198,41.97844008,62.14331008,-0.333333333,1.366666667,1.1639,0.106896552,hattiesburg,ms,hattiesburg_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
89.8,2.36,2021-04-01,671,695,-542,25.04755866,84.08370323,0.034188034,0.763636364,1.5902,0.102068652,hickory,nc,hickory_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
128,2.36,2021-04-01,155,523,112,90.86873811,32.02282815,-0.585585586,1.35,0.7705,0.038403425,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
93.1,2.36,2021-04-01,25,1068,-139,48.95370958,28.2181357,-0.406896552,1.2,0.7213,0.198279312,pittsburgh,pa,pittsburgh_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
90,2.36,2021-04-01,269,387,-260,53.3291059,82.05453393,-0.147368421,1.657142857,1.5246,0.13396277,cleveland,oh,cleveland_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.36,2021-04-01,1016,1199,-295,21.17945466,41.34432467,-0.076923077,1.619047619,0.9016,0.013028663,durant,ok,durant_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
,2.36,2021-04-01,1315,981,-288,29.16930881,56.05580216,-0.289308176,1.129032258,1.082,0.204901567,danville,ky,danville_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
84.2,2.36,2021-04-01,483,971,286,59.03614458,26.69625872,-0.522012579,2.071428571,0.7049,0.138998312,fort smith,ar,fort smith_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
86.8,2.36,2021-04-01,126,1031,-668,31.76918199,49.1439442,-0.009090909,1.222222222,0.9836,0.112836008,wichita,ks,wichita_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
89.9,2.36,2021-04-01,811,1198,20,8.750792644,53.77298668,-0.094339623,2.2,1.0492,-0.220377358,marshall,tx,marshall_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
88.6,2.36,2021-04-01,593,614,388,41.97844008,74.63538364,-0.539215686,2.192307692,1.3607,0.570224719,sunbury,pa,sunbury_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
88.5,2.36,2021-04-01,825,1005,8,49.90488269,33.16423589,-0.379562044,1.882352941,0.8033,-0.066203951,columbus,ga,columbus_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.36,2021-04-01,1228,1153,218,22.00380469,45.97336715,-0.446808511,2.625,0.9508,0.249421965,cambridge,md,cambridge_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
100.1,2.36,2021-04-01,1147,269,-97,57.70450222,89.09321497,-0.252427184,2.117647059,1.7377,0.271351539,nashville,tn,nashville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
,2.36,2021-04-01,1164,18,177,94.29296132,99.42929613,-0.6953125,1.518987342,3.2623,0.147718391,urbana,oh,urbana_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.36,2021-04-01,1026,465,-108,41.0906785,86.93722257,-0.306569343,1.487804878,1.6721,0.167337695,bardstown,ky,bardstown_ky,39,12.48%,"$7,887 ",15.51%,"$6,115 ",30
95.5,2.36,2021-04-01,541,319,-284,45.84654407,95.4977806,-0.063157895,1.078125,2.1803,0.206592113,wooster,oh,wooster_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
94.5,2.36,2021-04-01,187,1551,-415,1.331642359,4.058338618,6.016528926,0.8,0.2951,0.122247688,ocala,fl,ocala_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
93.6,2.36,2021-04-01,720,572,-443,63.34812936,56.4362714,-0.162790698,1.129032258,1.082,0.152207392,lynchburg,va,lynchburg_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
92.4,2.36,2021-04-01,59,960,-667,56.56309448,30.31071655,-0.242718447,0.703703704,0.7541,0.235402581,cincinnati,oh,cincinnati_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
94.5,2.36,2021-04-01,1177,345,-41,44.89537096,94.22954978,-0.366197183,1.032258065,2.0656,0.838235294,blacksburg,va,blacksburg_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
87.2,2.36,2021-04-01,1005,287,71,57.70450222,87.63474952,-0.433823529,1.641025641,1.6885,0.308981375,rockford,il,rockford_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.36,2021-04-01,1148,1371,43,18.76981611,21.17945466,-0.513986014,1.4375,0.6393,0.011554878,vincennes,in,vincennes_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
,2.36,2021-04-01,1191,1378,-427,37.03233989,1.585288523,-0.10619469,-0.142857143,0.1967,-0.057377049,dickinson,nd,dickinson_nd,18,10.03%,"$6,343 ",-7.11%,"$6,253 ",23
89,2.36,2021-04-01,728,480,-208,31.76918199,94.92707673,-0.174242424,1.804347826,2.1148,0.48937747,mount airy,nc,mount airy_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
,2.36,2021-04-01,1175,861,-163,33.60811668,62.20672162,-0.268965517,1.62962963,1.1639,-0.004783599,scottsbluff,ne,scottsbluff_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
99.7,2.36,2021-04-01,534,67,25,85.03487635,94.67343056,-0.495238095,1.461538462,2.0984,0.207334861,lewiston,me,lewiston_me,35,11.81%,"$7,465 ",9.33%,"$6,792 ",40
92.4,2.36,2021-04-01,270,784,102,51.49017121,50.66582118,-0.314049587,2.588235294,1,0.279119699,new orleans,la,new orleans_la,23,10.63%,"$6,723 ",-1.54%,"$5,239 ",19
136.1,2.36,2021-04-01,244,483,106,71.52821814,54.66074826,-0.444444444,1.909090909,1.0492,0.252,san luis obispo,ca,san luis obispo_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
88.7,2.36,2021-04-01,345,677,74,88.07863031,22.19403932,-0.295774648,2.545454545,0.6393,0.254813137,clarksville,tn,clarksville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
,2.36,2021-04-01,87,923,-614,53.3291059,36.9055168,-0.181818182,1.04,0.8361,0.200250313,oxnard,ca,oxnard_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
132.6,2.36,2021-04-01,68,893,-538,89.72733037,3.424223209,-0.494736842,-0.260869565,0.2787,0.042739165,boston,ma,boston_ma,26,10.90%,"$6,890 ",0.91%,"$9,972 ",43
88.7,2.36,2021-04-01,719,226,238,56.56309448,96.51236525,-0.486842105,2.333333333,2.2951,0.064838829,lansing,mi,lansing_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.36,2021-04-01,1365,933,328,65.56753329,23.52568167,-0.611111111,1.411764706,0.6721,0.479289941,jesup,ga,jesup_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
102.1,2.36,2021-04-01,557,1240,-309,37.92010146,17.0577045,-0.145299145,1.333333333,0.5738,0.127631203,charlottesville,va,charlottesville_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
,2.36,2021-04-01,909,1560,-51,0.190234623,2.980342422,1.234608985,0.214285714,0.2787,-0.025641026,galesburg,il,galesburg_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
101.7,2.36,2021-04-01,433,596,231,88.07863031,30.05707039,-0.484536082,2.538461538,0.7541,0.210668684,charleston,sc,charleston_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
,2.36,2021-04-01,1194,604,357,86.81039949,30.81800888,-0.666666667,1.238095238,0.7705,-0.225423729,ottumwa,ia,ottumwa_ia,44,13.18%,"$8,334 ",22.05%,"$7,053 ",35
,2.36,2021-04-01,175,163,977,75.20608751,86.55675333,-0.572413793,5.733333333,1.6557,0.187094395,north port,fl,north port_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
89.5,2.36,2021-04-01,888,807,474,55.61192137,44.57831325,-0.540697674,2.8,0.9344,0.250125063,branson,mo,branson_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
89,2.36,2021-04-01,362,255,-103,64.23589093,84.3373494,-0.330188679,1.552631579,1.5902,-0.008892182,oshkosh,wi,oshkosh_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
,2.36,2021-04-01,1115,1051,-359,15.40900444,63.4115409,0.385321101,2.789473684,1.1803,0.243513553,cornelia,ga,cornelia_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
93.3,2.36,2021-04-01,312,998,72,35.76410907,47.93912492,-0.411428571,1.80952381,0.9672,0.277372263,binghamton,ny,binghamton_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
89.4,2.36,2021-04-01,396,85,131,77.55231452,98.66835764,-0.52,2.520833333,2.7705,0.057704638,akron,oh,akron_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
103.4,2.36,2021-04-01,122,167,-12,78.88395688,82.18135701,-0.486956522,0.9375,1.5246,-0.003984576,philadelphia,pa,philadelphia_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
102.3,2.36,2021-04-01,1295,542,501,34.36905517,87.57133798,-0.609665428,2.678571429,1.6885,0.556485356,claremont,nh,claremont_nh,19,10.06%,"$6,358 ",-6.88%,"$7,577 ",33
,2.36,2021-04-01,1072,1530,39,7.863031072,2.599873177,-0.440111421,2,0.2459,0.057692308,blytheville,ar,blytheville_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
105.4,2.36,2021-04-01,665,1004,-577,66.96258719,16.10653139,-0.103896104,0.789473684,0.5574,0.045961215,minneapolis,mn,minneapolis_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
107,2.36,2021-04-01,997,1044,137,45.84654407,33.41788205,-0.406666667,2.266666667,0.8033,0.039049767,baltimore,md,baltimore_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
91,2.36,2021-04-01,577,1125,-99,28.2181357,42.67596703,-0.303030303,1.666666667,0.918,0.122812135,kankakee,il,kankakee_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
95.8,2.36,2021-04-01,1237,1086,-13,66.96258719,8.116677235,-0.420168067,1.083333333,0.4098,-0.046832144,houston,tx,houston_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.36,2021-04-01,1107,1566,-17,0.887761573,0.887761573,2.311111111,0.25,0.1639,0.00087,centralia,il,centralia_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.36,2021-04-01,838,837,-464,16.29676601,81.42041852,0.065217391,1.325,1.5246,0.458610004,fremont,oh,fremont_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
,2.36,2021-04-01,1043,1368,-343,24.22320862,15.78947368,0.051282051,1.615384615,0.5574,0.17495183,mcalester,ok,mcalester_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
,2.36,2021-04-01,795,1524,-59,5.516804058,6.848446417,0.088495575,0.916666667,0.377,0.315555556,hudson,ny,hudson_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
96.4,2.36,2021-04-01,1055,1195,-630,30.18389347,32.7203551,-0.090163934,0.92,0.7869,0.165254237,tallahassee,fl,tallahassee_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
87.2,2.36,2021-04-01,668,1024,108,44.13443247,37.66645529,-0.427672956,1.888888889,0.8525,0.231259968,tupelo,ms,tupelo_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
86.3,2.36,2021-04-01,548,1128,-16,44.13443247,26.5060241,-0.294573643,2.307692308,0.7049,0.058942065,dothan,al,dothan_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
94.5,2.36,2021-04-01,1344,288,-284,48.95370958,96.38554217,1.774193548,2.23255814,2.2787,-0.165391304,staunton,va,staunton_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
91.2,2.36,2021-04-01,182,628,-207,51.49017121,64.23589093,-0.216981132,2,1.1803,0.159846924,chattanooga,tn,chattanooga_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
91.7,2.36,2021-04-01,367,621,606,66.96258719,49.01712112,-0.536912752,3.615384615,0.9836,0.128030818,jacksonville,nc,jacksonville_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
88.2,2.36,2021-04-01,1252,830,-695,25.04755866,73.11350666,0.07079646,0.389830508,1.3443,0.670114455,memphis,tn,memphis_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
86.7,2.36,2021-04-01,662,516,-288,52.37793278,70.95751427,-0.11827957,1.962962963,1.3115,0.374138693,tulsa,ok,tulsa_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
100.1,2.36,2021-04-01,238,247,247,97.59036145,51.934052,-0.553846154,2.875,1.0164,0.188285229,nashville,tn,nashville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
88.8,2.36,2021-04-01,319,1246,-161,51.49017121,3.297400127,-0.27826087,0.7,0.2787,0.15369178,las cruces,nm,las cruces_nm,20,10.54%,"$6,663 ",-2.42%,"$5,257 ",20
,2.36,2021-04-01,1182,313,247,52.37793278,90.04438808,-0.445945946,2.333333333,1.8033,0.329927629,coshocton,oh,coshocton_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
98.5,2.36,2021-04-01,886,219,101,62.20672162,92.83449588,-0.406504065,2.4,1.9508,0.240311389,dallas,tx,dallas_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
100.3,2.36,2021-04-01,335,491,426,78.88395688,46.86112873,-0.473214286,3.142857143,0.9508,0.158794458,atlanta,ga,atlanta_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
178.6,2.36,2021-04-01,23,657,-595,91.43944198,20.9258085,-0.407894737,0.117647059,0.623,0.03235,san francisco,ca,san francisco_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
90.7,2.36,2021-04-01,1074,866,223,46.86112873,48.38300571,-0.463414634,2,0.9836,0.109914267,birmingham,al,birmingham_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
90.7,2.36,2021-04-01,340,138,-82,76.22067216,90.61509195,-0.357894737,1.361702128,1.8197,-0.089445438,appleton,wi,appleton_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
86.8,2.36,2021-04-01,868,1188,11,27.58402029,36.01775523,-0.183098592,2.923076923,0.8361,-0.039494471,florence,al,florence_al,15,9.10%,"$5,754 ",-15.73%,"$4,508 ",7
89.5,2.36,2021-04-01,647,1356,-133,30.94483196,10.58972733,-0.197080292,1.545454545,0.459,0.264405306,victoria,tx,victoria_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
107,2.36,2021-04-01,64,545,-210,85.03487635,36.77869372,-0.404494382,1.318181818,0.8361,0.126713066,baltimore,md,baltimore_md,32,11.49%,"$7,261 ",6.34%,"$10,011 ",46
,2.36,2021-04-01,1152,1017,-54,49.90488269,32.4032974,-0.388489209,1.526315789,0.7869,0.337668834,fremont,ne,fremont_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
,2.36,2021-04-01,1249,798,257,68.23081801,33.03741281,-0.549668874,1.578947368,0.8033,-0.046266524,columbus,ne,columbus_ne,46,13.27%,"$8,386 ",22.82%,"$7,214 ",38
88.7,2.36,2021-04-01,225,464,226,66.96258719,61.31896005,-0.452380952,2.181818182,1.1475,0.123333333,lansing,mi,lansing_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
99.7,2.36,2021-04-01,355,659,-429,65.56753329,46.6708941,-0.125,1.416666667,0.9508,0.180724655,kennewick,wa,kennewick_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
99,2.36,2021-04-01,295,774,19,95.11731135,7.863031072,-0.506666667,1.4,0.3934,0.043948022,virginia beach,va,virginia beach_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
90.7,2.36,2021-04-01,716,1375,111,34.36905517,5.009511731,-0.45026178,1.5,0.3279,-0.022211538,grand forks,nd,grand forks_nd,18,10.03%,"$6,343 ",-7.11%,"$6,253 ",23
102.9,2.36,2021-04-01,92,616,-107,84.14711477,32.14965124,-0.425531915,1.473684211,0.7705,0.116317229,bakersfield,ca,bakersfield_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
96.4,2.36,2021-04-01,102,700,221,49.90488269,58.78249841,-0.303278689,3.1875,1.0984,0.180074468,lakeland,fl,lakeland_fl,6,8.23%,"$5,204 ",-23.79%,"$4,820 ",5
87.3,2.36,2021-04-01,757,1222,-235,44.13443247,15.21876982,-0.424050633,0.571428571,0.541,-0.06557971,quincy,il,quincy_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
95.3,2.36,2021-04-01,798,201,138,76.22067216,81.03994927,-0.483050847,1.967741935,1.5082,0.128860781,mankato,mn,mankato_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
85.9,2.36,2021-04-01,804,115,253,70.51363348,100,-0.571428571,0.715083799,5.0328,0.08449848,laurel,ms,laurel_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
128,2.36,2021-04-01,81,583,-109,89.72733037,29.04248573,-0.559633028,0.956521739,0.7377,0.092377731,new york,ny,new york_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
100.1,2.36,2021-04-01,2,1137,-196,66.96258719,2.536461636,-0.316831683,0.4,0.2295,0.088014082,chicago,il,chicago_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
93.7,2.36,2021-04-01,853,214,414,68.23081801,87.76157261,-0.492537313,2.961538462,1.6885,0.263962212,grand rapids,mi,grand rapids_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
91.6,2.36,2021-04-01,898,237,279,56.56309448,94.99048827,-0.506329114,2.225,2.1148,-0.140371622,knoxville,tn,knoxville_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
90.5,2.36,2021-04-01,428,953,-18,59.92390615,27.71084337,-0.385245902,1.75,0.7213,0.323318113,warner robins,ga,warner robins_ga,21,10.57%,"$6,683 ",-2.13%,"$5,989 ",15
,2.36,2021-04-01,1029,1399,61,21.17945466,14.2675967,-0.397260274,1.666666667,0.5246,0,duncan,ok,duncan_ok,31,11.44%,"$7,235 ",5.95%,"$5,673 ",22
84.9,2.36,2021-04-01,530,1574,-4,0,0.69752695,1.61300813,0.5,0.1475,-0.000465,decatur,il,decatur_il,51,15.01%,"$9,488 ",38.95%,"$9,200 ",47
,2.36,2021-04-01,1059,849,-539,54.66074826,42.35890932,-0.223300971,1.074074074,0.918,-0.078265987,menomonie,wi,menomonie_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
92.8,2.36,2021-04-01,303,448,-102,64.23589093,65.37729867,-0.371681416,1.517241379,1.1967,0.219899079,tyler,tx,tyler_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
86.8,2.36,2021-04-01,1242,391,-368,35.76410907,99.36588459,0.107526882,1.382716049,3.1639,-0.086563239,fort wayne,in,fort wayne_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
,2.36,2021-04-01,1298,816,83,43.5637286,55.92897907,-0.455621302,1.538461538,1.082,0.319574734,mcpherson,ks,mcpherson_ks,47,13.43%,"$8,488 ",24.30%,"$7,294 ",36
105.9,2.36,2021-04-01,967,303,371,99.74635384,43.75396322,-0.810126582,3.071428571,0.9344,0.119821954,salt lake city,ut,salt lake city_ut,7,8.34%,"$5,274 ",-22.76%,"$6,194 ",9
89.1,2.36,2021-04-01,458,431,502,85.03487635,46.54407102,-0.56557377,2.625,0.9508,0.046549836,abilene,tx,abilene_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
99.7,2.36,2021-04-01,774,496,14,59.03614458,66.32847178,-0.460992908,1.34375,1.2295,0.162131096,kennewick,wa,kennewick_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
102,2.36,2021-04-01,765,775,-167,40.51997464,62.46036779,-0.380645161,1.151515152,1.1639,0.127989657,coos bay,or,coos bay_or,13,8.99%,"$5,686 ",-16.73%,"$6,598 ",24
99.2,2.36,2021-04-01,209,510,-94,73.87444515,50.5389981,-0.275862069,2.05,1,0.077609253,richmond,va,richmond_va,25,10.73%,"$6,783 ",-0.66%,"$7,955 ",26
91.6,2.36,2021-04-01,589,877,-523,46.86112873,47.68547876,-0.3125,0.685714286,0.9672,0.076162066,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
88.1,2.36,2021-04-01,566,640,367,56.56309448,58.02155992,-0.430656934,2.941176471,1.0984,-0.022381474,sumter,sc,sumter_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
,2.36,2021-04-01,571,702,260,65.56753329,43.11984781,-0.448818898,2.5,0.918,0.105941194,pinehurst,nc,pinehurst_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
97.9,2.36,2021-04-01,694,522,-209,39.75903614,83.19594166,-0.204918033,1.714285714,1.5574,0.136961455,charlotte,nc,charlotte_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
,2.36,2021-04-01,863,529,683,42.73937857,79.89854153,-0.468571429,4.055555556,1.4918,0,sturgis,mi,sturgis_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
,2.36,2021-04-01,854,21,181,93.97590361,97.65377299,-0.682539683,1.620689655,2.4918,-0.033022015,batavia,ny,batavia_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
88.2,2.36,2021-04-01,1150,495,48,39.31515536,86.17628408,-0.406060606,1.404761905,1.6557,0.158759646,memphis,tn,memphis_tn,10,8.72%,"$5,513 ",-19.27%,"$4,551 ",4
109.4,2.36,2021-04-01,338,561,862,59.03614458,61.57260621,-0.614213198,4.833333333,1.1475,0.159250585,hilton head island,sc,hilton head island_sc,12,8.99%,"$5,683 ",-16.78%,"$4,779 ",11
,2.36,2021-04-01,1045,267,35,69.3088142,77.61572606,-0.488549618,1.095238095,1.4426,0.109649123,seymour,in,seymour_in,34,11.75%,"$7,430 ",8.81%,"$6,239 ",28
99.8,2.36,2021-04-01,447,95,19,86.81039949,87.31769182,-0.49,1.615384615,1.6721,0.399953333,durham,nc,durham_nc,22,10.61%,"$6,710 ",-1.73%,"$5,742 ",17
86.8,2.36,2021-04-01,457,1048,205,48.95370958,29.99365885,-0.478787879,2.066666667,0.7541,-0.053351955,gulfport,ms,gulfport_ms,36,11.97%,"$7,569 ",10.86%,"$5,381 ",21
111.5,2.36,2021-04-01,100,200,-66,90.36144578,66.96258719,-0.465909091,1.419354839,1.2295,0.075191731,providence,ri,providence_ri,41,12.82%,"$8,103 ",18.67%,"$9,063 ",50
89.6,2.36,2021-04-01,245,1093,-288,39.75903614,34.24223209,-0.236220472,1.45,0.8033,0.094545455,st. louis,mo,st. louis_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
,2.36,2021-04-01,981,486,353,39.31515536,86.68357641,-0.413173653,2.642857143,1.6721,0.227272727,lewistown,pa,lewistown_pa,48,13.97%,"$8,830 ",29.32%,"$8,138 ",44
,2.36,2021-04-01,1104,644,565,75.20608751,39.18833228,-0.544117647,3.818181818,0.8689,0.299189515,cedar city,ut,cedar city_ut,7,8.34%,"$5,274 ",-22.76%,"$6,194 ",9
90.4,2.36,2021-04-01,279,336,109,72.35256817,67.85034876,-0.39047619,2.304347826,1.2459,0.075663939,fayetteville,ar,fayetteville_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
,2.36,2021-04-01,835,1465,39,12.42866202,13.31642359,-0.412811388,1.583333333,0.5082,0.227513228,oneonta,ny,oneonta_ny,49,14.08%,"$8,900 ",30.34%,"$11,024 ",49
,2.36,2021-04-01,1099,1519,-1275,1.3950539,11.85795815,16.17777778,0.318181818,0.4754,0.011666667,alexandria,mn,alexandria_mn,29,11.27%,"$7,128 ",4.39%,"$7,774 ",29
,2.36,2021-04-01,1087,1492,46,12.42866202,7.355738744,-0.377358491,1.666666667,0.3934,0.371816638,el dorado,ar,el dorado_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
90.5,2.36,2021-04-01,609,747,-263,35.12999366,70.19657578,-0.235294118,1.548387097,1.2951,0.097222222,adrian,mi,adrian_mi,38,12.22%,"$7,728 ",13.18%,"$6,388 ",25
81.2,2.36,2021-04-01,779,1376,-16,12.8725428,26.31578947,-0.296137339,1.6875,0.7049,0.176078431,bluefield,wv,bluefield_wv,17,9.69%,"$6,124 ",-10.31%,"$4,405 ",12
86,2.36,2021-04-01,104,1411,-20,25.68167406,8.053265694,-0.240506329,3,0.3934,0.246662453,mcallen,tx,mcallen_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
91.6,2.36,2021-04-01,86,1034,-483,54.66074826,25.68167406,-0.292035398,0.909090909,0.6885,0.131157389,kansas city,mo,kansas city_mo,28,11.25%,"$7,111 ",4.14%,"$6,023 ",16
93.9,2.36,2021-04-01,1220,221,-76,55.61192137,98.9220038,-0.336134454,0.923913043,2.9016,0.401658768,columbus,oh,columbus_oh,43,13.18%,"$8,329 ",21.98%,"$6,724 ",31
103.6,2.36,2021-04-01,191,325,-61,72.35256817,68.61128725,-0.407407407,1.566666667,1.2623,0.222450866,visalia,ca,visalia_ca,11,8.96%,"$5,662 ",-17.08%,"$8,588 ",32
,2.36,2021-04-01,1033,291,167,52.37793278,92.77108434,-0.418439716,2.305555556,1.9508,0.426422662,corsicana,tx,corsicana_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
,2.36,2021-04-01,1181,1259,11,18.76981611,34.74952441,-0.120253165,2.571428571,0.8197,-0.079239766,batesville,ar,batesville_ar,30,11.28%,"$7,134 ",4.48%,"$5,217 ",18
94.5,2.36,2021-04-01,378,341,466,82.49841471,57.00697527,-0.537190083,2.473684211,1.082,0.236464886,yuma,az,yuma_az,16,9.52%,"$6,021 ",-11.83%,"$5,814 ",14
97.5,2.36,2021-04-01,307,457,-281,82.49841471,46.48065948,-0.450980392,0.757575758,0.9508,-0.00073,yakima,wa,yakima_wa,37,12.02%,"$7,601 ",11.33%,"$9,732 ",39
,2.36,2021-04-01,1294,1457,-218,23.65250476,2.853519341,-0.100719424,0.454545455,0.2623,0.251572327,big spring,tx,big spring_tx,40,12.79%,"$8,083 ",18.37%,"$7,212 ",34
99.5,2.36,2021-04-01,872,243,82,53.3291059,97.14648066,-0.429577465,1.93877551,2.3607,0.066511085,madison,wi,madison_wi,45,13.22%,"$8,357 ",22.39%,"$7,586 ",37
